id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.affiliation[-],dc.contributor.author,dc.contributor.author[-],dc.contributor.author[],dc.contributor.author[fr],dc.contributor.author[none],dc.date.issued,dc.date.issued[-],dc.date.issued[],dc.date.issued[en_US],dc.date.issued[fr],dc.date.issued[fr_FR],dc.date.issued[none],dc.description.abstract[en],dc.description.abstract[en_US],dc.description.abstract[fr],dc.description.abstract[fr_FR],dc.description[-],dc.description[en],dc.description[en_US],dc.description[fr],dc.description[fr_FR],dc.format.extent,dc.format.extent[],dc.format.mimetype,dc.format.mimetype[],dc.identifier.citation[-],dc.identifier.citation[],dc.identifier.citation[en],dc.identifier.citation[fr],dc.identifier.citation[none],dc.identifier.doi,dc.identifier.doi[],dc.identifier.issn,dc.identifier.issn[-],dc.identifier.issn[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[-],dc.language.iso[],dc.language.iso[en],dc.language.iso[en_US],dc.language.iso[fr],dc.language.iso[fr_FR],dc.publisher[],dc.publisher[en],dc.publisher[en_US],dc.publisher[fr],dc.publisher[fr_FR],dc.relation.ispartof[-],dc.relation.ispartof[],dc.relation.ispartof[en],dc.relation.ispartof[en_US],dc.relation.ispartof[fr],dc.relation.ispartofseries,dc.relation.ispartofseries[-],dc.relation.ispartofseries[],dc.rights,dc.rights[-],dc.rights[],dc.source,dc.source[-],dc.source[],dc.source[en_US],dc.source[fr],dc.source[fr_FR],dc.source[none],dc.subject.other[fr],dc.subject[],dc.subject[en],dc.subject[fr],dc.title.alternative[en],dc.title[en],dc.title[en_US],dc.title[fr],dc.title[fr_FR],dc.type[-],dc.type[],dc.type[en],dc.type[en_US],dc.type[fr],dc.type[fr_FR]
21270,2042/23407,,,,,"Dufresne, Jean-Louis",,,,,,,2009,,,,,"Greenhouse gases affect the planetary heat budget. Any change of their concentration affects this budget and therefore the global mean surface temperature of the Earth. These gases have different radiative properties and different lifetimes in the atmosphere, which prevents any direct comparison of the consequences of their emissions on global warming. Almost twenty years ago, the Intergovernmental Panel on Climate Change (IPCC) proposed the global warming potential (GWP) as an index to compare the emissions of the various greenhouse gases. In a recent paper, it has been stated that the use of GWP leads to strongly underestimating the global warming due to constant methane emissions compared to that of constant CO2 emissions. Here we show that it is not really the case. The GWP enables comparisons of global warming due to constant emissions for any prescribed period, 100 years being often used. But this comparison is not universal. For instance, the impact of methane is underestimated at the beginning of the chosen period while the impact of CO2 is underestimated after this period","Les gaz à effet de serre modulent le bilan radiatif de la Terre. Toute modification de leurs concentrations modifie ce bilan d'énergie, et donc la température globale d'équilibre de la Terre. Ces différents gaz ont des propriétés radiatives et des durées de séjour dans l'atmosphère très différentes, ce qui empêche toute comparaison directe de l'effet de leurs émissions sur le climat global. Le potentiel de réchauffement global (PRG) a été proposé par le Groupe intergouvernemental sur l'évolution du climat (Giec), il y a maintenant presque vingt ans, comme indice pour comparer les émissions des différents gaz à effet de serre. Les auteurs d'un article récent affirment que son utilisation conduit à sous-estimer fortement l'effet des émissions pérennes de méthane sur le réchauffement global par rapport à des émissions pérennes de CO2. Nous montrons ici que ce n'est pas tout à fait le cas, que le PRG est bien adapté pour comparer le réchauffement climatique à la fin d'une période de référence que l'on se fixe à priori, une période de cent ans étant généralement choisie. Mais cette comparaison n'est pas absolue. Par exemple, l'effet du méthane sera sous-estimé au début de cette période alors que l'effet du CO2 sera sous-estimé après cette période.",,,,,,,,165079 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/23634,,2107-0830,,,,http://hdl.handle.net/2042/23634,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 54-58",,,,,,pollution atmosphérique||polluant atmosphérique||méthane||CO2||influence des activités humaines||influence sur l'atmosphère||météorologie||chimie de l'atmosphère||modèle climatique||forçage||réchauffement climatique||température moyenne||évaluation des prévisions||préservation de l'environnement,Using global warming potential to compare methane and CO2 emissions,,,L'utilisation du potentiel de réchauffement global pour comparer les émissions de méthane et de dioxyde de carbone,,,,,Article,,
21271,2042/23407,,,,,,,,,,,,2009,,,,,,,,,,,,,485033 bytes,,application/pdf,,,,,,,https://doi.org/10.4267/2042/23635,,2107-0830,,,http://hdl.handle.net/2042/23635,,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 60-61",,,,,,météorologie||enseignement scolaire||diffusion scientifique||variation du climat||climatologie en altitude||influence des villes||mousson||océanographie||prévision immédiate,,,,Prix Perrin de Brichambaud 2009 : Concours météo national / Conférences internationales,,,,,Article,,
21272,2042/23407,,,,,"Juvanon Du Vachat, Regis",,,,,,,2009,,,,,,,,,,,,,,90592 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/23636,,2107-0830,,,,http://hdl.handle.net/2042/23636,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 62",,,,,,climatologie||climatologie historique||histoire de france||vague de froid||vague de chaleur||valeur extrême||record climatique||précipitations excessives||inondation - risque||tempête||dégâts dus au temps||incidence sur le végétal||vigne||récolte||incidence sur l'homme||biométéorologie||révolution||politique,,,,"Lu pour vous : ""Abrégé d'Histoire du climat, du Moyen Âge à nos jours"" Par Emmanuel Le Roy Ladurie",,,,,Article,,
21273,2042/23407,,,,,"Simeon, Jacques",,,,,,,2009,,,,,,,,,,,,,,108126 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/23637,,2107-0830,,,,http://hdl.handle.net/2042/23637,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 63",,,,,,pollution atmosphérique||composition de l'atmosphère||polluant atmosphérique||rayonnement atmosphérique||couche limite planétaire||sciences de la matière||chimie de l'atmosphère||eau atmosphérique||météorologie||chimie des nuages||microphysique des nuages||composition gazeuse||gouttelette||aérosol||ozone||diffusion||physique du rayonnement||équations différentielles||e.d.p.||équations fonctionnelles||simulation numérique||exercice||convection||dépôt sec,,,,"Lu pour vous : ""Pollution atmosphérique, des processus à la modélisation"" par Bruno Sportisse",,,,,Article,,
21274,2042/23407,,,,,"Juvanon Du Vachat, Regis",,,,,,,2009,,,,,,,,,,,,,,74411 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/23638,,2107-0830,,,,http://hdl.handle.net/2042/23638,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 64",,,,,,phénomène optique||soleil||cycle solaire||cycle de 11 ans||phénomène dû à l'absorption||bleu du ciel||rayon vert||photosynthèse||arc-en-ciel||phénomène dû aux hydrométéores||biométéorologie||nature de la lumiere||théorie ondulatoire - lumière||théorie électromagnétique - lumière||vue||perception||psychophysiologie||art||couleur||couleur du ciel||philosophie de l'esprit,,,,"Lu pour vous : ""Les voies de la lumière : Physique et métaphysique du clair-obscur"" par Trinh Xuan Thuan",,,,,Article,,
21275,2042/23407,,,,,"Javelle, Jean-Pierre",,,,,,,2009,,,,,,,,,,"L?Enfermement planétaire. / Par André Lebeau. -- Le Choix du feu. Aux origines de la crise climatique. / Par Alain Gras. -- Le Savant et la tempête. Étudier l?atmosphère et prévoir le temps au XIXe siècle. / Par Fabien Locher. -- Atmosphère atmosphère. / Par Didier Hauglustaine, Jean Jouzel et Valérie Masson-Delmotte. -- La Baleine et le supercalculateur. / Par Charles Wohlforth. -- La Pollution de l?air. Sources, effets, prévention. / Sous la coordination de Christian Élichegaray. -- Les Glaciers en mouvement. La population des Alpes face aux changements climatiques. / Par Amédée Zryd. -- Theoretical fundamentals of atmospheric optics. / Par Yu M. Timofeyev et A. V. Vasil?ev. -- Photographing weather. / Par Storm Dunlop. Photographers? Institute Press. -- Bringing the sun down to Earth. Designing inexpensive instruments for monitoring the atmosphere. / Par David R. Brooks. -- Atmospheric icing of power networks. / Sous la direction de Masoud Farzaneh. -- Tamara Salameh : Modélisation multi-échelle de la circulation atmosphérique hivernale sur le bassin méditerranéen. Rôle des interactions d?échelles. / Thèse de l?École polytechnique, Palaiseau. -- Jean-Charles Dupont : Impact radiatif des nuages de haute altitude sur le bilan radiatif à la surface de la Terre. Quantification expérimentale et analyse. / Thèse de l?École polytechnique, Palaiseau. -- Gillian Boccarra : Étude de la dynamique de la basse stratosphère polaire à l?aide des données Vorcore. / Thèse de l?École polytechnique, Palaiseau. -- Marthe Bella Medjo : Analyse multi-échelle de la variabilité pluviométrique au Cameroun et ses conséquences sur les rendements du coton. / Thèse de l?université Paris 6 Pierre-et-Marie-Curie. -- Sébastien Argence : Prévisibilité de précipitations intenses en Méditerranée. Impact des conditions initiales et applications aux inondations d?Alger de novembre 2001. / Thèse de l?université Paul-Sabatier, Toulouse. -- Mathieu Joly : Rôle des océans dans la variabilité climatique de la mousson africaine. / Thèse de l?université Paul-Sabatier, Toulouse. -- Louis de Montera : Étude de la variabilité microéchelle des précipitations. Application à la propagation des ondes millimétriques en Satcom. / Thèse de l?université Versailles Saint-Quentin-en-Yvelines. -- Jean-Daniel Paris : Transport des polluants et variabilité atmosphérique du CO2 en Sibérie. Apport des mesures insitu aéroportées. / Thèse de l?université Versailles Saint-Quentin-en-Yvelines. -- Xavier Trollé : Développement d?un modèle de gestion des échanges de masse et d?énergie généralisable aux différents couverts dans les GCM. Analyses et tests de nouveaux concepts. / Thèse de l?université Paris 6 Pierre-et-Marie-Curie. -- Fabrice Voitus : Étude de la faisabilité des conditions aux limites latérales bien posées et transparentes dans la dynamique des modèles Aladin et Arome. / Thèse de l?université Paul-Sabatier, Toulouse. -- Julien Pergaud : Étude et paramétrisation de la turbulence et des nuages de couche limite. / Thèse de l?université Paul-Sabatier, Toulouse. -- Christelle Bosc : Variabilité du volume d?eau chaude et de la couche barrière de sel dans l?océan Pacifique équatorial à l?échelle interannuelle (Enso). / Thèse de l?université Paul-Sabatier, Toulouse. -- Audrey Crespin : Transport atmosphérique et ondes dans les atmosphères en superrotation. / Thèse de l?École polytechnique, Palaiseau. -- Pere Quintana Segui : Simulation hydrologique en région méditerranéenne avec Safran-Isba-Modcou. Amélioration de la physique et évaluation des risques dans le cadre du changement climatique. / Thèse de l?université Paul-Sabatier, Toulouse. -- Lionel Renault : Impact des jets côtiers atmosphériques sur le système de courants de Humboldt. / Thèse de l?université Paul-Sabatier, Toulouse. -- Ingrid Etchevers : Étude de l?aérosol atmosphérique en Europe. Observations et modélisation en sites d?altitude. / Thèse de l?université Paul-Sabatier, Toulouse. -- Thomas Lauvaux : Inversion à méso-échelle des sources et puits de carbone. / Thèse de l?université Versailles Saint-Quentin-en-Yvelines. -- Yann Michel : Assimilation de données d?images télédétectées en météorologie. / Thèse de l?université Paul-Sabatier, Toulouse. -- Noureddine Semane : Étude par simulation et assimilation de la composition chimique et des échanges dans la haute troposphère-basse troposphère. / Thèse de l?université Paul-Sabatier, Toulouse. -- Diana Bou Karam : Mécanismes de soulèvement d?aérosols désertiques en Afrique de l?Ouest. / Thèse de l?université Paris 6 Pierre-et-Marie-Curie. -- Rémi Montroty : Impact d?une assimilation à mésoéchelle sur la prévision cyclonique. / Thèse de l?université Paul-Sabatier, Toulouse.",,,,355239 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/23639,,2107-0830,,,,http://hdl.handle.net/2042/23639,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 65-67",,,,,,atmosphère||rayonnement solaire||rayonnement atmosphérique||réchauffement climatique||pollution atmosphérique||phénomène optique||glaciologie||variation du climat||précipitation cristalline||prévision||climatologie historique||histoire de la météorologie||télédétection||simulation numérique||météorologie tropicale||modèle de transport||inondation - risque||phénomènes ondulatoires de l'atmosphère||circulation générale océanique||dynamique,,,,Vient de paraître.,,,,,Article,,
21276,2042/23407,,,,,"Hirsch, Nathalie",,,,,,,2009,,,,,,,,,,,,,,1138880 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/23640,,2107-0830,,,,http://hdl.handle.net/2042/23640,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 68-71",,,,,,météorologie tropicale||tempête||cyclone tropical||Madagascar||océan Indien||formation tropicale||trajectoire||incidence sur l'homme||dégâts dus au vent||dégâts dus aux inondations||la Réunion,,,,"Océan Indien sud, 2007-2008 : À la Réunion, plus de pluie que de mal?",,,,,Article,,
21277,2042/23407,,,,,,,,,,,,2009,,,,,,,,,,,,,,825298 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/23641,,2107-0830,,,,http://hdl.handle.net/2042/23641,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 72-74",,,,,,climatologie||climatologie d'un lieu||France||température moyenne||normales||rafale||vent||D.P.A France Ouest||D.P.A France Nord||insolation||D.P.A France Sud-Ouest,,,,Résumé climatique - Juillet 2008,,,,Article,,,
21278,2042/23407,,,,,,,,,,,,2009,,,,,,,,,,,,,,766156 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/23642,,2107-0830,,,,http://hdl.handle.net/2042/23642,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 75-77",,,,,,climatologie||climatologie d'un lieu||France||normales||température||précipitations excessives||D.P.A France Nord||tornade,,,,Résumé climatique - Août 2008,,,,,Article,,
21279,2042/23407,,,,,,,,,,,,2009,,,,,,,,,,,,,,763065 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/23643,,2107-0830,,,,http://hdl.handle.net/2042/23643,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 78-80",,,,,,climatologie||climatologie d'un lieu||France||température||précipitations||normales||vent||rafale||D.P.A France Ouest,,,,Résumé climatique - Septembre 2008,,,,Article,,,
21280,2042/23407,,,,,,,,,,,,2009,,,,,,,,,,,,,256030 bytes,,application/pdf,,,,,,,https://doi.org/10.4267/2042/23644,,2107-0830,,,http://hdl.handle.net/2042/23644,,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 81-88",,,,,,,,,,Répertoire des articles : parus dans La Météorologie 8e série Numéros 1 à 63 (mars 1993 - novembre 2008),,,,,Article,,
21281,2042/23407,,,,,,,,,,,,2009,,,,,,,,,,,,,163314 bytes,,application/pdf,,,,,,,https://doi.org/10.4267/2042/23645,,2107-0830,,,http://hdl.handle.net/2042/23645,,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 64 ; p. 89-91",,,,,,,,,,Répertoire des auteurs,,,,,Article,,
25458,2042/27930,,,,,"Hirsch, Nathalie",,,,,,,2009,,,,,,,,,,,,,,908642 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/27958,,2107-0830,,,,http://hdl.handle.net/2042/27958,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 65 ; p. 66-67",,,,,,météorologie tropicale||cyclone tropical||impact||dégâts dus au vent||formation tropicale||Pacifique nord-est||Honduras||Mexique||incidence humaine||déplacement,,,,"Pacifique nord-est et central, 2008 : L'Amérique centrale touchée",,,,,Article,,
25459,2042/27930,,,,,"Hirsch, Nathalie",,,,,,,2009,,,,,,,,,,,,,,1150626 bytes,,application/pdf,,,,,,https://doi.org/10.4267/2042/27959,,2107-0830,,,,http://hdl.handle.net/2042/27959,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 2009, Série 8, N° 65 ; p. 68-70",,,,,,météorologie tropicale||cyclone tropical||dégâts dus au vent||impact||incidence humaine||Taiwan||Chine||Philippines||Vietnam||déplacement,,,,Pacifique nord-ouest 2008 : Une saison des typhons moins active,,,,,Article,,
